"Регион","Год","salary","invest","district","latitude","dist_moscow","population"
"Республика Мордовия",2006,4826.9,2879.9,"Приволжский федеральный округ",54.19,650,861304
"Республика Мордовия",2007,6060.4,3971,"Приволжский федеральный округ",54.19,650,854781
"Республика Мордовия",2008,8269.6,4839,"Приволжский федеральный округ",54.19,650,848310
"Республика Мордовия",2009,9522.2,6317.4,"Приволжский федеральный округ",54.19,650,842073
"Республика Мордовия",2010,11294.2,7405.2,"Приволжский федеральный округ",54.19,650,836224
"Республика Мордовия",2011,11948,6910.7,"Приволжский федеральный округ",54.19,650,829766
"Республика Мордовия",2012,13062.7,7021,"Приволжский федеральный округ",54.19,650,823328
"Республика Саха (...",2000,3967.7,1031.4,"Дальневосточный федеральный округ",62.03,8500,959990
"Республика Саха (...",2001,5009.9,3536.1,"Дальневосточный федеральный округ",62.03,8500,954486
"Республика Саха (...",2002,6348.2,2800.8,"Дальневосточный федеральный округ",62.03,8500,950068
"Республика Саха (...",2003,8239.7,2863.2,"Дальневосточный федеральный округ",62.03,8500,949301
"Республика Саха (...",2004,9633.2,2624.4,"Дальневосточный федеральный округ",62.03,8500,951568
"Республика Саха (...",2005,11349.9,4261.7,"Дальневосточный федеральный округ",62.03,8500,953782
"Республика Саха (...",2006,13554.9,4851.4,"Дальневосточный федеральный округ",62.03,8500,955245
"Республика Саха (...",2007,15571.2,7248.9,"Дальневосточный федеральный округ",62.03,8500,957513
"Республика Саха (...",2008,18586.4,6820,"Дальневосточный федеральный округ",62.03,8500,958491
"Республика Саха (...",2009,21161.7,6928.7,"Дальневосточный федеральный округ",62.03,8500,958196
"Республика Саха (...",2010,23088.1,9922.4,"Дальневосточный федеральный округ",62.03,8500,958297
"Республика Саха (...",2011,25616.9,12344.3,"Дальневосточный федеральный округ",62.03,8500,957292
"Республика Саха (...",2012,28457.3,17069.1,"Дальневосточный федеральный округ",62.03,8500,956367
"Республика Северн...",2000,1472.8,125.3,"Южный федеральный округ",43.02,1900,698958
"Республика Северн...",2001,1632.2,728.5,"Южный федеральный округ",43.02,1900,706986
"Республика Северн...",2002,1961,651.3,"Южный федеральный округ",43.02,1900,709664
"Республика Северн...",2003,2596,673.1,"Южный федеральный округ",43.02,1900,708675
"Республика Северн...",2004,4085.8,688.5,"Южный федеральный округ",43.02,1900,707035
"Республика Северн...",2005,4668.8,929.3,"Южный федеральный округ",43.02,1900,706644
"Республика Северн...",2006,5976.7,1645.5,"Южный федеральный округ",43.02,1900,707847
"Республика Северн...",2007,7781.7,1531.9,"Южный федеральный округ",43.02,1900,710155
"Республика Северн...",2008,9847.5,2041.3,"Южный федеральный округ",43.02,1900,711584
"Республика Северн...",2009,9977.7,1962.4,"Южный федеральный округ",43.02,1900,711693
"Республика Северн...",2010,13192.9,3120.2,"Южный федеральный округ",43.02,1900,712102
"Республика Северн...",2011,13757,5257.6,"Южный федеральный округ",43.02,1900,710704
"Республика Северн...",2012,16184.7,2723.8,"Южный федеральный округ",43.02,1900,707558
"Республика Татарстан",2000,1813.1,3809.9,"Приволжский федеральный округ",55.8,815,3788276
"Республика Татарстан",2001,2471.8,6910.7,"Приволжский федеральный округ",55.8,815,3784355
"Республика Татарстан",2002,3249.4,7556.3,"Приволжский федеральный округ",55.8,815,3779785
"Республика Татарстан",2003,4273.1,13084.1,"Приволжский федеральный округ",55.8,815,3775386
"Республика Татарстан",2004,5355,17758.1,"Приволжский федеральный округ",55.8,815,3770636
"Республика Татарстан",2005,7383.5,18640.4,"Приволжский федеральный округ",55.8,815,3764883
"Республика Татарстан",2006,9365.5,16778.6,"Приволжский федеральный округ",55.8,815,3762353
"Республика Татарстан",2007,11566.9,35041.3,"Приволжский федеральный округ",55.8,815,3764942
"Республика Татарстан",2008,14163.7,52860.9,"Приволжский федеральный округ",55.8,815,3770152
"Республика Татарстан",2009,15892.5,42327.7,"Приволжский федеральный округ",55.8,815,3778992
"Республика Татарстан",2010,18424,53933.1,"Приволжский федеральный округ",55.8,815,3785971
"Республика Татарстан",2011,20222.6,69333.6,"Приволжский федеральный округ",55.8,815,3799963
"Республика Татарстан",2012,24009.8,85737.7,"Приволжский федеральный округ",55.8,815,3826898
"Республика Тыва",2000,1167.6,38.1,"Сибирский федеральный округ",51.72,4650,305921
"Республика Тыва",2001,1638.3,83,"Сибирский федеральный округ",51.72,4650,305478
"Республика Тыва",2002,2402.1,147.8,"Сибирский федеральный округ",51.72,4650,305361
"Республика Тыва",2003,2872.9,187.4,"Сибирский федеральный округ",51.72,4650,305225
"Республика Тыва",2004,3384.9,119.3,"Сибирский федеральный округ",51.72,4650,304512
"Республика Тыва",2005,4161.5,127.9,"Сибирский федеральный округ",51.72,4650,303478
"Республика Тыва",2006,4819.6,508,"Сибирский федеральный округ",51.72,4650,302623
"Республика Тыва",2007,5959.2,321.3,"Сибирский федеральный округ",51.72,4650,303070
"Республика Тыва",2008,8084.1,476.2,"Сибирский федеральный округ",51.72,4650,304545
"Республика Тыва",2009,10041.8,671.4,"Сибирский федеральный округ",51.72,4650,306315
"Республика Тыва",2010,10159.6,864.2,"Сибирский федеральный округ",51.72,4650,307728
"Республика Тыва",2011,10962.8,2014.8,"Сибирский федеральный округ",51.72,4650,308887
"Республика Тыва",2012,11932.6,1113.1,"Сибирский федеральный округ",51.72,4650,310396
"Республика Хакасия",2000,1904.1,73.2,"Сибирский федеральный округ",53.72,4350,555942
"Республика Хакасия",2001,2475.5,520.3,"Сибирский федеральный округ",53.72,4350,551951
"Республика Хакасия",2002,3143.7,470.3,"Сибирский федеральный округ",53.72,4350,547352
"Республика Хакасия",2003,3765,590.2,"Сибирский федеральный округ",53.72,4350,543306
"Республика Хакасия",2004,4440.9,671.4,"Сибирский федеральный округ",53.72,4350,539694
"Республика Хакасия",2005,5176.5,1119.7,"Сибирский федеральный округ",53.72,4350,535899
"Республика Хакасия",2006,6425.5,1265.3,"Сибирский федеральный округ",53.72,4350,532482
"Республика Хакасия",2007,8066.9,2789,"Сибирский федеральный округ",53.72,4350,531224
"Республика Хакасия",2008,10303.6,2827.6,"Сибирский федеральный округ",53.72,4350,531590
"Республика Хакасия",2009,10705.7,2579.8,"Сибирский федеральный округ",53.72,4350,532307
"Республика Хакасия",2010,12806.4,3833.4,"Сибирский федеральный округ",53.72,4350,532513
"Республика Хакасия",2011,14222.8,4027.2,"Сибирский федеральный округ",53.72,4350,532368
"Республика Хакасия",2012,15991.4,5042.7,"Сибирский федеральный округ",53.72,4350,533079
"Ростовская область",2000,1653.3,794.5,"Южный федеральный округ",47.24,1076,4446874
"Ростовская область",2001,2270.6,3649.9,"Южный федеральный округ",47.24,1076,4428483
"Ростовская область",2002,3025.7,4204.1,"Южный федеральный округ",47.24,1076,4407164
"Ростовская область",2003,4023.9,7581.5,"Южный федеральный округ",47.24,1076,4386096
"Ростовская область",2004,5038.1,9794.3,"Южный федеральный округ",47.24,1076,4364117
"Ростовская область",2005,6359.7,11711,"Южный федеральный округ",47.24,1076,4342578
"Ростовская область",2006,7482.5,16689.9,"Южный федеральный округ",47.24,1076,4323547
"Ростовская область",2007,9538.8,26244,"Южный федеральный округ",47.24,1076,4306132
"Ростовская область",2008,12027.7,41091.4,"Южный федеральный округ",47.24,1076,4295041
"Ростовская область",2009,12800,38015.8,"Южный федеральный округ",47.24,1076,4288622
"Ростовская область",2010,14647.1,38715.3,"Южный федеральный округ",47.24,1076,4279999
"Ростовская область",2011,16010.3,43442.7,"Южный федеральный округ",47.24,1076,4269623
"Ростовская область",2012,17987.3,50683.2,"Южный федеральный округ",47.24,1076,4262716
"Рязанская область",2000,1265.2,168,"Центральный федеральный округ",54.63,196,1266657
"Рязанская область",2001,1852.8,933,"Центральный федеральный округ",54.63,196,1249893
"Рязанская область",2002,2530.9,891,"Центральный федеральный округ",54.63,196,1232343
"Рязанская область",2003,3309.1,1100.8,"Центральный федеральный округ",54.63,196,1217031
"Рязанская область",2004,3638.8,1224.7,"Центральный федеральный округ",54.63,196,1204865
"Рязанская область",2005,4775.1,1528.5,"Центральный федеральный округ",54.63,196,1194108
"Рязанская область",2006,6133.4,1812.8,"Центральный федеральный округ",54.63,196,1185158
"Рязанская область",2007,8049,5242.4,"Центральный федеральный округ",54.63,196,1177921
"Рязанская область",2008,11214.8,8755.2,"Центральный федеральный округ",54.63,196,1171121
"Рязанская область",2009,11968.4,6050.6,"Центральный федеральный округ",54.63,196,1164855
"Рязанская область",2010,13886.3,4940.9,"Центральный федеральный округ",54.63,196,1156822
"Рязанская область",2011,14788,4705.5,"Центральный федеральный округ",54.63,196,1150716
"Рязанская область",2012,17664.4,5875.4,"Центральный федеральный округ",54.63,196,1148299
"Самарская область",2000,2605.2,1236.8,"Приволжский федеральный округ",53.2,1050,3283712
"Самарская область",2001,3262.6,2591.1,"Приволжский федеральный округ",53.2,1050,3264926
"Самарская область",2002,4270.3,3997.7,"Приволжский федеральный округ",53.2,1050,3244875
"Самарская область",2003,5788.1,4452.1,"Приволжский федеральный округ",53.2,1050,3232425
"Самарская область",2004,7176.6,5095.6,"Приволжский федеральный округ",53.2,1050,3227213
"Самарская область",2005,9264.1,7050,"Приволжский федеральный округ",53.2,1050,3225459
"Самарская область",2006,11382.9,7554.3,"Приволжский федеральный округ",53.2,1050,3224790
"Самарская область",2007,13779.3,9986.5,"Приволжский федеральный округ",53.2,1050,3222438
"Самарская область",2008,15564.2,11052.3,"Приволжский федеральный округ",53.2,1050,3221226
"Самарская область",2009,18021,11420.6,"Приволжский федеральный округ",53.2,1050,3221211
"Самарская область",2010,20223.1,12890.6,"Приволжский федеральный округ",53.2,1050,3218110
"Самарская область",2011,21756.1,26234.7,"Приволжский федеральный округ",53.2,1050,3216169
"Самарская область",2012,24683,26975.1,"Приволжский федеральный округ",53.2,1050,3218119
"Саратовская область",2000,1540.1,605.6,"Приволжский федеральный округ",51.53,850,2705016
"Саратовская область",2001,2035.2,1714.9,"Приволжский федеральный округ",51.53,850,2690724
"Саратовская область",2002,2620.7,2030.2,"Приволжский федеральный округ",51.53,850,2672772
"Саратовская область",2003,3337.1,3099.2,"Приволжский федеральный округ",51.53,850,2651504
"Саратовская область",2004,3995,2397.1,"Приволжский федеральный округ",51.53,850,2627550
"Саратовская область",2005,5056,3795,"Приволжский федеральный округ",51.53,850,2603403
"Саратовская область",2006,6182,5803.9,"Приволжский федеральный округ",51.53,850,2581813
"Саратовская область",2007,7320.3,7173.1,"Приволжский федеральный округ",51.53,850,2565359
"Саратовская область",2008,9155.7,13359.2,"Приволжский федеральный округ",51.53,850,2551809
"Саратовская область",2009,10485.5,17123.1,"Приволжский федеральный округ",51.53,850,2540365
"Саратовская область",2010,12146.6,17443,"Приволжский федеральный округ",51.53,850,2527358
"Саратовская область",2011,13097.3,13801.5,"Приволжский федеральный округ",51.53,850,2517102
"Саратовская область",2012,14243.3,21106.3,"Приволжский федеральный округ",51.53,850,2515327
"Сахалинская область",2000,2792.8,857.6,"Дальневосточный федеральный округ",46.95,10400,564644
"Сахалинская область",2001,3872.4,800.7,"Дальневосточный федеральный округ",46.95,10400,556096
"Сахалинская область",2002,5522.8,734.9,"Дальневосточный федеральный округ",46.95,10400,548584
"Сахалинская область",2003,7676,1523.9,"Дальневосточный федеральный округ",46.95,10400,540895
"Сахалинская область",2004,9488.3,1176,"Дальневосточный федеральный округ",46.95,10400,533297
"Сахалинская область",2005,12639.5,709.4,"Дальневосточный федеральный округ",46.95,10400,525467
"Сахалинская область",2006,16412.4,2608.1,"Дальневосточный федеральный округ",46.95,10400,517286
"Сахалинская область",2007,20513,3246.4,"Дальневосточный федеральный округ",46.95,10400,511407
"Сахалинская область",2008,25007.3,5926.9,"Дальневосточный федеральный округ",46.95,10400,507130
"Сахалинская область",2009,28348.7,3613,"Дальневосточный федеральный округ",46.95,10400,503087
"Сахалинская область",2010,30727,3008.5,"Дальневосточный федеральный округ",46.95,10400,499008
"Сахалинская область",2011,32268.2,1488,"Дальневосточный федеральный округ",46.95,10400,495225
"Сахалинская область",2012,33459.5,2667,"Дальневосточный федеральный округ",46.95,10400,491685
"Свердловская область",2000,2139.7,1864,"Уральский федеральный округ",56.84,1790,4561735
"Свердловская область",2001,2994.2,3397.6,"Уральский федеральный округ",56.84,1790,4530012
"Свердловская область",2002,3954.1,4463.4,"Уральский федеральный округ",56.84,1790,4495812
"Свердловская область",2003,5278,5646.8,"Уральский федеральный округ",56.84,1790,4455859
"Свердловская область",2004,6743.3,7744.5,"Уральский федеральный округ",56.84,1790,4414103
"Свердловская область",2005,9021.7,9045.4,"Уральский федеральный округ",56.84,1790,4375233
"Свердловская область",2006,11167.6,17123.6,"Уральский федеральный округ",56.84,1790,4343502
"Свердловская область",2007,14481.5,30471.6,"Уральский федеральный округ",56.84,1790,4325347
"Свердловская область",2008,17481.2,37150.5,"Уральский федеральный округ",56.84,1790,4317226
"Свердловская область",2009,19722.5,29260.9,"Уральский федеральный округ",56.84,1790,4311404
"Свердловская область",2010,22193.8,39696.2,"Уральский федеральный округ",56.84,1790,4302849
"Свердловская область",2011,24892.6,57184.7,"Уральский федеральный округ",56.84,1790,4302363
"Свердловская область",2012,27709.2,53059.8,"Уральский федеральный округ",56.84,1790,4311585
"Смоленская область",2000,1720.2,400.4,"Центральный федеральный округ",54.78,398,1090796
"Смоленская область",2001,2336.4,1067.4,"Центральный федеральный округ",54.78,398,1072733
"Смоленская область",2002,3003.5,1272.5,"Центральный федеральный округ",54.78,398,1054576
"Смоленская область",2003,3723.9,1841.8,"Центральный федеральный округ",54.78,398,1042505
"Смоленская область",2004,4429,1647.5,"Центральный федеральный округ",54.78,398,1035715
"Смоленская область",2005,5482.7,1813.1,"Центральный федеральный округ",54.78,398,1028870
"Смоленская область",2006,6722.8,2751.6,"Центральный федеральный округ",54.78,398,1021671
"Смоленская область",2007,8227.9,3859.8,"Центральный федеральный округ",54.78,398,1013459
"Смоленская область",2008,11222.5,5846.7,"Центральный федеральный округ",54.78,398,1004864
"Смоленская область",2009,12616,5085.3,"Центральный федеральный округ",54.78,398,996864
"Смоленская область",2010,14546,4391.4,"Центральный федеральный округ",54.78,398,987952
"Смоленская область",2011,15969.1,7336.4,"Центральный федеральный округ",54.78,398,980584
"Смоленская область",2012,18250.4,6805.7,"Центральный федеральный округ",54.78,398,974558
"Ставропольский край",2000,1405,422.2,"Южный федеральный округ",45.04,1450,2740906
"Ставропольский край",2001,1766.5,2577.6,"Южный федеральный округ",45.04,1450,2738537
"Ставропольский край",2002,2335.2,3034.7,"Южный федеральный округ",45.04,1450,2734340
"Ставропольский край",2003,3071.8,3323.4,"Южный федеральный округ",45.04,1450,2735784
"Ставропольский край",2004,3886.1,4393.4,"Южный федеральный округ",45.04,1450,2740090
"Ставропольский край",2005,5116.5,5952.1,"Южный федеральный округ",45.04,1450,2743995
"Ставропольский край",2006,6488.4,7173,"Южный федеральный округ",45.04,1450,2746976
"Ставропольский край",2007,8122.4,9743.4,"Южный федеральный округ",45.04,1450,2753377
"Ставропольский край",2008,9745.6,12363.8,"Южный федеральный округ",45.04,1450,2763647
"Ставропольский край",2009,11244.5,16164.3,"Южный федеральный округ",45.04,1450,2772657
"Ставропольский край",2010,13016.1,19601.9,"Южный федеральный округ",45.04,1450,2781610
"Ставропольский край",2011,14439.9,21479.8,"Южный федеральный округ",45.04,1450,2791688
"Ставропольский край",2012,16877.2,21973.5,"Южный федеральный округ",45.04,1450,2805376
"Таймырский (Долга...",2000,4741.6,93.6,"Сибирский федеральный округ",69.4,3600,38273
"Таймырский (Долга...",2001,7610.6,9.1,"Сибирский федеральный округ",69.4,3600,38720
"Таймырский (Долга...",2002,8460.9,81.7,"Сибирский федеральный округ",69.4,3600,39418
"Тамбовская область",2000,1508.6,201.4,"Центральный федеральный округ",52.73,480,1222320
"Тамбовская область",2001,2072,770.9,"Центральный федеральный округ",52.73,480,1203494
"Тамбовская область",2002,2688.3,1317.1,"Центральный федеральный округ",52.73,480,1183815
"Тамбовская область",2003,3416.2,2175.2,"Центральный федеральный округ",52.73,480,1168044
"Тамбовская область",2004,4050.9,2758.3,"Центральный федеральный округ",52.73,480,1156341
"Тамбовская область",2005,5292.4,3791.8,"Центральный федеральный округ",52.73,480,1144689
"Тамбовская область",2006,6814.8,5198,"Центральный федеральный округ",52.73,480,1132782
"Тамбовская область",2007,8514.7,7526.8,"Центральный федеральный округ",52.73,480,1121726
"Тамбовская область",2008,11144.9,11694.8,"Центральный федеральный округ",52.73,480,1112124
"Тамбовская область",2009,11970.2,16295.2,"Центральный федеральный округ",52.73,480,1103730
"Тамбовская область",2010,13630.8,17063.7,"Центральный федеральный округ",52.73,480,1094675
"Тамбовская область",2011,15150.6,16430.7,"Центральный федеральный округ",52.73,480,1086024
"Тамбовская область",2012,17469.8,20693.9,"Центральный федеральный округ",52.73,480,1078872
"Тверская область",2000,1253.7,623.1,"Центральный федеральный округ",56.86,167,1531687
"Тверская область",2001,1689.6,1878.8,"Центральный федеральный округ",56.86,167,1505510
"Тверская область",2002,2349.2,2086.4,"Центральный федеральный округ",56.86,167,1478524
"Тверская область",2003,3020.6,2989.7,"Центральный федеральный округ",56.86,167,1456696
"Тверская область",2004,3955.8,3561.9,"Центральный федеральный округ",56.86,167,1440218
"Тверская область",2005,5606.1,3666.5,"Центральный федеральный округ",56.86,167,1423942
"Тверская область",2006,7266.6,3981.2,"Центральный федеральный округ",56.86,167,1407059
"Тверская область",2007,8542.9,5244.6,"Центральный федеральный округ",56.86,167,1392899
"Тверская область",2008,10803.3,7438.1,"Центральный федеральный округ",56.86,167,1381183
"Тверская область",2009,12185,9707.7,"Центральный федеральный округ",56.86,167,1370372
"Тверская область",2010,13872.6,9788.7,"Центральный федеральный округ",56.86,167,1357707
"Тверская область",2011,14943.4,11686.9,"Центральный федеральный округ",56.86,167,1345945
"Тверская область",2012,17247.3,7719.2,"Центральный федеральный округ",56.86,167,1337546
"Томская область",2000,2070.2,292.7,"Сибирский федеральный округ",56.5,3600,1056068
"Томская область",2001,2851.3,593.2,"Сибирский федеральный округ",56.5,3600,1052020
"Томская область",2002,3954.3,647.1,"Сибирский федеральный округ",56.5,3600,1047664
"Томская область",2003,5407.3,979.2,"Сибирский федеральный округ",56.5,3600,1041746
"Томская область",2004,6472.7,1273.5,"Сибирский федеральный округ",56.5,3600,1033948
"Томская область",2005,8141.6,1490.2,"Сибирский федеральный округ",56.5,3600,1027118
"Томская область",2006,9992.4,2903.8,"Сибирский федеральный округ",56.5,3600,1023678
"Томская область",2007,11997.9,4424.3,"Сибирский федеральный округ",56.5,3600,1024685
"Томская область",2008,13584.3,7397.2,"Сибирский федеральный округ",56.5,3600,1028915
"Томская область",2009,13917.6,6779.7,"Сибирский федеральный округ",56.5,3600,1035884
"Томская область",2010,15070.5,7815.7,"Сибирский федеральный округ",56.5,3600,1044392
"Томская область",2011,16516,9425.3,"Сибирский федеральный округ",56.5,3600,1052877
"Томская область",2012,17875.6,13773.6,"Сибирский федеральный округ",56.5,3600,1060205
"Тульская область",2000,1486,428.6,"Центральный федеральный округ",54.2,185,1731523
"Тульская область",2001,2015.1,777.2,"Центральный федеральный округ",54.2,185,1706842
"Тульская область",2002,2619.8,1350.3,"Центральный федеральный округ",54.2,185,1681909
"Тульская область",2003,3382.6,1523.3,"Центральный федеральный округ",54.2,185,1659506
"Тульская область",2004,3988.9,1673.1,"Центральный федеральный округ",54.2,185,1640500
"Тульская область",2005,4988.4,1849.2,"Центральный федеральный округ",54.2,185,1623486
"Тульская область",2006,6564.1,2236.3,"Центральный федеральный округ",54.2,185,1607666
"Тульская область",2007,8264.7,5131.3,"Центральный федеральный округ",54.2,185,1594048
"Тульская область",2008,11227,6214.8,"Центральный федеральный округ",54.2,185,1582152
"Тульская область",2009,13191,7250.9,"Центральный федеральный округ",54.2,185,1570500
"Тульская область",2010,15349.5,6998.6,"Центральный федеральный округ",54.2,185,1557492
"Тульская область",2011,16975,7735.2,"Центральный федеральный округ",54.2,185,1550237
"Тульская область",2012,19291.1,8397,"Центральный федеральный округ",54.2,185,1546893
"Тюменская область",2000,4934.5,5447.5,"Уральский федеральный округ",57.15,2150,3226298
"Тюменская область",2001,7108.8,15755.1,"Уральский федеральный округ",57.15,2150,3242881
"Тюменская область",2002,8558.5,19484.3,"Уральский федеральный округ",57.15,2150,3260674
"Тюменская область",2003,10555.5,19696.9,"Уральский федеральный округ",57.15,2150,3275759
"Тюменская область",2004,12190.7,19411.8,"Уральский федеральный округ",57.15,2150,3284996
"Тюменская область",2005,14982.8,20936.8,"Уральский федеральный округ",57.15,2150,3291083
"Тюменская область",2006,18813.4,24180.1,"Уральский федеральный округ",57.15,2150,3300264
"Тюменская область",2007,22794.5,35996.9,"Уральский федеральный округ",57.15,2150,3318652
"Тюменская область",2008,27984.1,46368.3,"Уральский федеральный округ",57.15,2150,3341150
"Тюменская область",2009,27719,43646.3,"Уральский федеральный округ",57.15,2150,3365244
"Тюменская область",2010,28756.7,36213.6,"Уральский федеральный округ",57.15,2150,3392030
"Тюменская область",2011,30705.8,69753.7,"Уральский федеральный округ",57.15,2150,3433198
"Тюменская область",2012,33280.7,63263.2,"Уральский федеральный округ",57.15,2150,3487579
"Удмуртская Респуб...",2000,1513.7,280.6,"Приволжский федеральный округ",56.85,1130,1591821
"Удмуртская Респуб...",2001,2024.7,1395,"Приволжский федеральный округ",56.85,1130,1583134
"Удмуртская Респуб...",2002,2533,1240.9,"Приволжский федеральный округ",56.85,1130,1573173
"Удмуртская Респуб...",2003,3098.1,1480.7,"Приволжский федеральный округ",56.85,1130,1564634
"Удмуртская Респуб...",2004,3684.8,1820.5,"Приволжский федеральный округ",56.85,1130,1557691
"Удмуртская Респуб...",2005,4656.9,4765.5,"Приволжский федеральный округ",56.85,1130,1550055
"Удмуртская Респуб...",2006,6262,4752.2,"Приволжский федеральный округ",56.85,1130,1542211
"Удмуртская Респуб...",2007,7823.8,7102.5,"Приволжский федеральный округ",56.85,1130,1535774
"Удмуртская Респуб...",2008,9586.6,7660.4,"Приволжский федеральный округ",56.85,1130,1530591
"Удмуртская Респуб...",2009,11060,8023.8,"Приволжский федеральный округ",56.85,1130,1526676
"Удмуртская Респуб...",2010,12983.6,9998.2,"Приволжский федеральный округ",56.85,1130,1522753
"Удмуртская Респуб...",2011,14452.3,10422.9,"Приволжский федеральный округ",56.85,1130,1517591
"Удмуртская Респуб...",2012,16411,11198,"Приволжский федеральный округ",56.85,1130,1512904
"Ульяновская область",2000,1276.6,381.7,"Приволжский федеральный округ",54.32,880,1420483
"Ульяновская область",2001,1717.1,999.5,"Приволжский федеральный округ",54.32,880,1404731
"Ульяновская область",2002,2378.9,977.8,"Приволжский федеральный округ",54.32,880,1387411
"Ульяновская область",2003,3063.1,1157.4,"Приволжский федеральный округ",54.32,880,1372904
"Ульяновская область",2004,3668.5,1385,"Приволжский федеральный округ",54.32,880,1360730
"Ульяновская область",2005,4575.9,2828.5,"Приволжский федеральный округ",54.32,880,1347458
"Ульяновская область",2006,6137.1,3367.3,"Приволжский федеральный округ",54.32,880,1333125
"Ульяновская область",2007,7761.7,8260.6,"Приволжский федеральный округ",54.32,880,1321064
"Ульяновская область",2008,9727.8,11003.6,"Приволжский федеральный округ",54.32,880,1312455
"Ульяновская область",2009,10762.7,9509.7,"Приволжский федеральный округ",54.32,880,1305191
"Ульяновская область",2010,13132.4,9193,"Приволжский федеральный округ",54.32,880,1296084
"Ульяновская область",2011,14312.1,14387.6,"Приволжский федеральный округ",54.32,880,1285635
"Ульяновская область",2012,16350.6,10185.6,"Приволжский федеральный округ",54.32,880,1276437
"Усть-Ордынский Бу...",2000,634.6,6.5,"Сибирский федеральный округ",52.8,5100,134716
"Усть-Ордынский Бу...",2001,853,38.5,"Сибирский федеральный округ",52.8,5100,134977
"Усть-Ордынский Бу...",2002,1222.2,44.8,"Сибирский федеральный округ",52.8,5100,135125
"Хабаровский край",2000,2500.4,716,"Дальневосточный федеральный округ",48.48,8520,1466888
"Хабаровский край",2001,3395.8,928.7,"Дальневосточный федеральный округ",48.48,8520,1453039
"Хабаровский край",2002,4689.1,1259.2,"Дальневосточный федеральный округ",48.48,8520,1440207
"Хабаровский край",2003,6205.3,1939,"Дальневосточный федеральный округ",48.48,8520,1425233
"Хабаровский край",2004,7596.9,3034.1,"Дальневосточный федеральный округ",48.48,8520,1406512
"Хабаровский край",2005,9653.7,3750,"Дальневосточный федеральный округ",48.48,8520,1386530
"Хабаровский край",2006,12356.6,4393.4,"Дальневосточный федеральный округ",48.48,8520,1368077
"Хабаровский край",2007,15081,6460.2,"Дальневосточный федеральный округ",48.48,8520,1357371
"Хабаровский край",2008,16283.5,8283.5,"Дальневосточный федеральный округ",48.48,8520,1352985
"Хабаровский край",2009,19928.4,8710.7,"Дальневосточный федеральный округ",48.48,8520,1350176
"Хабаровский край",2010,22478.9,7687.1,"Дальневосточный федеральный округ",48.48,8520,1346057
"Хабаровский край",2011,23766.2,8493.5,"Дальневосточный федеральный округ",48.48,8520,1342228
"Хабаровский край",2012,25649.3,8825.7,"Дальневосточный федеральный округ",48.48,8520,1341017
"Ханты-Мансийский ...",2000,6627.5,3155.2,"Уральский федеральный округ",61,2780,1371569
"Ханты-Мансийский ...",2001,9594,10598.2,"Уральский федеральный округ",61,2780,1397665
"Ханты-Мансийский ...",2002,10846.3,11864.9,"Уральский федеральный округ",61,2780,1424793
"Ханты-Мансийский ...",2003,12892.1,11307.9,"Уральский федеральный округ",61,2780,1445635
"Ханты-Мансийский ...",2004,14971.6,11693.3,"Уральский федеральный округ",61,2780,1457868
"Ханты-Мансийский ...",2005,18114.6,11505.9,"Уральский федеральный округ",61,2780,1464993
"Ханты-Мансийский ...",2006,22481.9,6639.7,"Уральский федеральный округ",61,2780,1471490
"Ханты-Мансийский ...",2007,27357.9,19173.9,"Уральский федеральный округ",61,2780,1483214
"Ханты-Мансийский ...",2008,33197.3,22550.5,"Уральский федеральный округ",61,2780,1497780
"Ханты-Мансийский ...",2009,32196.7,23357.8,"Уральский федеральный округ",61,2780,1512771
"Ханты-Мансийский ...",2010,32385,15328.3,"Уральский федеральный округ",61,2780,1529178
"Ханты-Мансийский ...",2011,33926,19933.6,"Уральский федеральный округ",61,2780,1549651
"Ханты-Мансийский ...",2012,36088.1,23780.8,"Уральский федеральный округ",61,2780,1574065
"Челябинская область",2000,1968.6,1357.8,"Уральский федеральный округ",55.16,1780,3652039
"Челябинская область",2001,2500.2,3154.7,"Уральский федеральный округ",55.16,1780,3632686
"Челябинская область",2002,3108.3,3836.8,"Уральский федеральный округ",55.16,1780,3609540
"Челябинская область",2003,3998.1,5252.4,"Уральский федеральный округ",55.16,1780,3583471
"Челябинская область",2004,4819.8,5399.9,"Уральский федеральный округ",55.16,1780,3555535
"Челябинская область",2005,6553.5,8397.5,"Уральский федеральный округ",55.16,1780,3529224
"Челябинская область",2006,8655.2,10180.1,"Уральский федеральный округ",55.16,1780,3506822
"Челябинская область",2007,10699.6,22194.6,"Уральский федеральный округ",55.16,1780,3493037
"Челябинская область",2008,14120,35729.7,"Уральский федеральный округ",55.16,1780,3486951
"Челябинская область",2009,15215.1,26835.9,"Уральский федеральный округ",55.16,1780,3483314
"Челябинская область",2010,16821.1,18896.7,"Уральский федеральный округ",55.16,1780,3478726
"Челябинская область",2011,18459.9,18606.7,"Уральский федеральный округ",55.16,1780,3477985
"Челябинская область",2012,19762.5,22392.6,"Уральский федеральный округ",55.16,1780,3483032
"Чеченская Республика",2010,11982.4,14547.4,"Южный федеральный округ",43.31,1900,1262505
"Чеченская Республика",2011,14026.5,20323.1,"Южный федеральный округ",43.31,1900,1288757
"Чеченская Республика",2012,15256.9,15196.5,"Южный федеральный округ",43.31,1900,1313808
