"Год","Регион","salary","invest"
2007,"Псковская область",7923.2,1402.8
2007,"Ростовская область",9538.8,26244
2007,"Рязанская область",8049,5242.4
2007,"Саратовская область",7320.3,7173.1
2007,"Сахалинская область",20513,3246.4
2007,"Свердловская область",14481.5,30471.6
2007,"Смоленская область",8227.9,3859.8
2007,"Тамбовская область",8514.7,7526.8
2007,"Томская область",11997.9,4424.3
2007,"Ставропольский край",8122.4,9743.4
2007,"Тульская область",8264.7,5131.3
2007,"Тюменская область",22794.5,35996.9
2007,"Ханты-Мансийский ...",27357.9,19173.9
2007,"Ямало-Ненецкий ав...",32589.9,6100.1
2007,"Ульяновская область",7761.7,8260.6
2007,"Челябинская область",10699.6,22194.6
2007,"Забайкальский край",8265.4,3551.3
2007,"Агинский Бурятски...",7816.4,872.4
2007,"Чукотский авт.округ",26557.3,928.2
2007,"Ярославская область",10101.3,4258.7
2007,"Республика Адыгея",5802.1,1042.6
2007,"Хабаровский край",15081,6460.2
2007,"Республика Башкор...",11072.8,31326.3
2007,"Республика Бурятия",8845.7,1935
2007,"Республика Дагестан",7724.2,16635.6
2007,"Кабардино-Балкарс...",6902,2357.2
2007,"Республика Алтай",7066.8,562.5
2007,"Республика Калмыкия",4375.2,666
2007,"Республика Карелия",10547.6,2089.5
2007,"Республика Коми",16760.7,2415.2
2007,"Республика Марий Эл",6072.3,4423.5
2007,"Республика Мордовия",6060.4,3971
2007,"Республика Северн...",7781.7,1531.9
2007,"Карачаево-Черкесс...",6402,1636.3
2007,"Республика Татарстан",11566.9,35041.3
2007,"Республика Тыва",5959.2,321.3
2007,"Удмуртская Респуб...",7823.8,7102.5
2007,"Республика Хакасия",8066.9,2789
2007,"Чувашская Республика",6848.7,9409.1
2007,"Республика Саха (...",15571.2,7248.9
2007,"Еврейская автоном...",8751.5,493.2
2008,"Алтайский край",9973.6,8836.4
2008,"Амурская область",12297.4,2372.1
2008,"Ненецкий авт.округ",48930.2,1068.1
2008,"Астраханская область",11066.9,9535.4
2008,"Белгородская область",12748.9,14479.8
2008,"Брянская область",10083.4,4336.7
2008,"Владимирская область",9479.9,4453.4
2008,"Волгоградская обл...",10833.5,10839.8
2008,"Вологодская область",12229.7,8689.8
2008,"Воронежская область",10586.8,19141.1
2008,"Нижегородская обл...",13078.2,38766.2
2008,"Ивановская область",8343.1,5713.5
2008,"Иркутская область",13169.4,8382.9
2008,"Республика Ингушетия",6909.2,1423.2
2008,"Калининградская о...",12919.9,11287.6
2008,"Тверская область",10803.3,7438.1
2008,"Калужская область",11612.4,12485.8
2008,"Краснодарский край",11906.2,69997.1
2008,"Камчатский край",20116.1,401.9
2008,"Кемеровская область",14670.1,21812.2
2008,"Кировская область",10370.4,5736.6
2008,"Костромская область",9607.9,2022.9
2008,"Самарская область",15564.2,11052.3
2008,"Курганская область",11445.4,6751.6
2008,"Курская область",11523.9,9678.4
2008,"Красноярский край",15908.7,17342.9
2008,"г.Санкт-Петербург",16946,42119.6
2008,"Ленинградская обл...",11567.3,13877.8
2008,"Липецкая область",12085.1,12217.2
2008,"Магаданская область",19937.2,353.8
2008,"г.Москва",31940.1,129922.1
2008,"Московская область",19046.8,99672.6
2008,"Мурманская область",19615.2,777.1
2008,"Новгородская область",11653.3,6842.5
2008,"Приморский край",12927.3,7524.5
2008,"Новосибирская обл...",13040.3,16866.4
2008,"Омская область",13801.5,27832.9
2008,"Оренбургская область",10508.3,11807.4
2008,"Орловская область",10027.3,8842.4
2008,"Пензенская область",10043.5,11694.5
2008,"Пермский край",16398,29534.4
2008,"Псковская область",10336.4,2476.8
2008,"Ростовская область",12027.7,41091.4
2008,"Рязанская область",11214.8,8755.2
2008,"Саратовская область",9155.7,13359.2
2008,"Сахалинская область",25007.3,5926.9
2008,"Свердловская область",17481.2,37150.5
2008,"Смоленская область",11222.5,5846.7
2008,"Тамбовская область",11144.9,11694.8
2008,"Томская область",13584.3,7397.2
2008,"Ставропольский край",9745.6,12363.8
2008,"Тульская область",11227,6214.8
2008,"Тюменская область",27984.1,46368.3
2008,"Ханты-Мансийский ...",33197.3,22550.5
2008,"Ямало-Ненецкий ав...",39568.6,7447.8
2008,"Ульяновская область",9727.8,11003.6
2008,"Челябинская область",14120,35729.7
2008,"Забайкальский край",11047.2,4195.3
2008,"Чукотский авт.округ",30554.3,399.1
2008,"Ярославская область",12815.8,5896.4
2008,"Республика Адыгея",8047,1519.2
2008,"Хабаровский край",16283.5,8283.5
2008,"Республика Башкор...",14245.4,44604.3
2008,"Республика Бурятия",11233.4,2611
2008,"Республика Дагестан",10541.1,23255.5
2008,"Кабардино-Балкарс...",8931.4,3511.5
2008,"Республика Алтай",10384.8,1018
2008,"Республика Калмыкия",5530.9,967.8
2008,"Республика Карелия",12833.8,2325.1
2008,"Республика Коми",19334,3341.7
2008,"Республика Марий Эл",7825.4,6232.2
2008,"Республика Мордовия",8269.6,4839
2008,"Республика Северн...",9847.5,2041.3
2008,"Карачаево-Черкесс...",7918.1,2386.6
2008,"Республика Татарстан",14163.7,52860.9
2008,"Республика Тыва",8084.1,476.2
2008,"Удмуртская Респуб...",9586.6,7660.4
2008,"Республика Хакасия",10303.6,2827.6
2008,"Чувашская Республика",8732.2,13104.4
2008,"Республика Саха (...",18586.4,6820
2008,"Еврейская автоном...",11306.3,1422.6
2009,"Алтайский край",9868.3,7692
2009,"Амурская область",13196.4,1953.8
2009,"Ненецкий авт.округ",49090.8,1510
2009,"Астраханская область",13011.9,8965.2
2009,"Белгородская область",14146.7,14214.1
2009,"Брянская область",11484.3,4465.8
2009,"Владимирская область",10827.5,5196.8
2009,"Волгоградская обл...",12530.7,10137.2
2009,"Вологодская область",12239.1,4264
2009,"Воронежская область",11999.4,19909.9
2009,"Нижегородская обл...",14490.7,42579.8
2009,"Ивановская область",9351.2,5760.8
2009,"Иркутская область",13909.9,7865.3
2009,"Республика Ингушетия",8000.5,2121.9
2009,"Калининградская о...",14771.7,6974.1
2009,"Тверская область",12185,9707.7
2009,"Калужская область",13379.8,10355.3
2009,"Краснодарский край",13752.1,64290
2009,"Камчатский край",24051.1,1807.3
2009,"Кемеровская область",13736.1,20700.1
2009,"Кировская область",11245.4,6061.4
2009,"Костромская область",10695.6,1575.1
2009,"Самарская область",18021,11420.6
2009,"Курганская область",12153.2,5162
2009,"Курская область",12801.5,4952.7
2009,"Красноярский край",17008.8,17246.6
2009,"г.Санкт-Петербург",21552.8,35891
2009,"Ленинградская обл...",12537.7,18576
2009,"Липецкая область",14487.2,12970.8
2009,"Магаданская область",24753.9,436.1
2009,"г.Москва",40071.6,96288.4
2009,"Московская область",20064.1,74593.8
2009,"Мурманская область",22333.1,568.4
2009,"Новгородская область",13388.8,4846
2009,"Приморский край",15485.6,8235.3
2009,"Новосибирская обл...",15117.7,13259.4
2009,"Омская область",14061.1,11511.1
2009,"Оренбургская область",12008.1,10346.2
2009,"Орловская область",10926.5,6242.2
2009,"Пензенская область",11415.5,9367.6
2009,"Пермский край",17975,15144.3
2009,"Псковская область",11438,1542.6
2009,"Ростовская область",12800,38015.8
2009,"Рязанская область",11968.4,6050.6
2009,"Саратовская область",10485.5,17123.1
2009,"Сахалинская область",28348.7,3613
2009,"Свердловская область",19722.5,29260.9
2009,"Смоленская область",12616,5085.3
2009,"Тамбовская область",11970.2,16295.2
2009,"Томская область",13917.6,6779.7
2009,"Ставропольский край",11244.5,16164.3
2009,"Тульская область",13191,7250.9
2009,"Тюменская область",27719,43646.3
2009,"Ханты-Мансийский ...",32196.7,23357.8
2009,"Ямало-Ненецкий ав...",40196.3,6046.8
2009,"Ульяновская область",10762.7,9509.7
2009,"Челябинская область",15215.1,26835.9
2009,"Забайкальский край",12704.8,3933.3
2009,"Чукотский авт.округ",33607.2,250.3
2009,"Ярославская область",13424.6,6199.5
2009,"Республика Адыгея",10555.8,3263.4
2009,"Хабаровский край",19928.4,8710.7
2009,"Республика Башкор...",16124.8,34046.9
2009,"Республика Бурятия",12956.1,2430.6
2009,"Республика Дагестан",13250.1,25847.3
2009,"Кабардино-Балкарс...",9985.6,4329.2
2009,"Республика Алтай",11081.3,1163.1
2009,"Республика Калмыкия",6953.5,984.2
2009,"Республика Карелия",14293,2262.8
2009,"Республика Коми",20085,2838.7
2009,"Республика Марий Эл",9205.4,5450
2009,"Республика Мордовия",9522.2,6317.4
2009,"Республика Северн...",9977.7,1962.4
2009,"Карачаево-Черкесс...",9200.6,2090.4
2009,"Республика Татарстан",15892.5,42327.7
2009,"Республика Тыва",10041.8,671.4
2009,"Удмуртская Респуб...",11060,8023.8
2009,"Республика Хакасия",10705.7,2579.8
2009,"Чувашская Республика",9586.3,11025.3
2009,"Республика Саха (...",21161.7,6928.7
2009,"Еврейская автоном...",13646.2,627.5
2010,"Алтайский край",11029.3,7174.9
2010,"Амурская область",14323.4,1895.4
2010,"Ненецкий авт.округ",52270.1,1394
2010,"Астраханская область",14697.2,9242.5
2010,"Белгородская область",16992.8,23468.1
2010,"Брянская область",13358.4,4690
2010,"Владимирская область",12956.2,7885.6
2010,"Волгоградская обл...",13774.8,12334.3
2010,"Вологодская область",14115.1,4203.8
2010,"Воронежская область",13883.3,22769.7
2010,"Нижегородская обл...",16477.3,39496.6
2010,"Ивановская область",11123.5,5334.1
2010,"Иркутская область",15109.7,10327.5
2010,"Республика Ингушетия",9630,1976.6
2010,"Калининградская о...",16040.1,8671.8
2010,"Тверская область",13872.6,9788.7
2010,"Калужская область",15477.4,12200.5
2010,"Краснодарский край",16892.1,74286.6
2010,"Камчатский край",27010.3,2135.9
2010,"Кемеровская область",15341.2,19381.6
2010,"Кировская область",13330.9,7045.9
2010,"Костромская область",13314.8,1921.3
2010,"Самарская область",20223.1,12890.6
2010,"Курганская область",13498.9,3052.6
2010,"Курская область",14685.1,9395.3
2010,"Красноярский край",18261.6,19058.4
2010,"г.Санкт-Петербург",24824.3,31273.4
2010,"Ленинградская обл...",14798.5,16473.8
2010,"Липецкая область",15935.8,19888.6
2010,"Магаданская область",27800.7,463
2010,"г.Москва",44051.5,58617.9
2010,"Московская область",22641,86345.1
2010,"Мурманская область",24046.5,860.7
2010,"Новгородская область",15598.9,4888.3
2010,"Приморский край",17297.9,14133
2010,"Новосибирская обл...",16276,17184.4
2010,"Омская область",15199,13569.1
2010,"Оренбургская область",13557.1,10543.1
2010,"Орловская область",13114.6,6284.4
2010,"Пензенская область",12920.4,7642.6
2010,"Пермский край",19834.3,16461.8
2010,"Псковская область",12797.6,1378.3
2010,"Ростовская область",14647.1,38715.3
2010,"Рязанская область",13886.3,4940.9
2010,"Саратовская область",12146.6,17443
2010,"Сахалинская область",30727,3008.5
2010,"Свердловская область",22193.8,39696.2
2010,"Смоленская область",14546,4391.4
2010,"Тамбовская область",13630.8,17063.7
2010,"Томская область",15070.5,7815.7
2010,"Ставропольский край",13016.1,19601.9
2010,"Тульская область",15349.5,6998.6
2010,"Тюменская область",28756.7,36213.6
2010,"Ханты-Мансийский ...",32385,15328.3
2010,"Ямало-Ненецкий ав...",43367.1,4317.5
2010,"Ульяновская область",13132.4,9193
2010,"Челябинская область",16821.1,18896.7
2010,"Забайкальский край",14204.5,4286.8
2010,"Чукотский авт.округ",38146.8,205.8
2010,"Ярославская область",14490.6,7186.3
2010,"Республика Адыгея",12278.7,3732.4
2010,"Хабаровский край",22478.9,7687.1
2010,"Республика Башкор...",17498.9,37283.2
2010,"Республика Бурятия",14270.7,3328.6
2010,"Республика Дагестан",15678.3,43424.9
2010,"Кабардино-Балкарс...",11290,6269.3
2010,"Республика Алтай",13535.7,649.5
2010,"Республика Калмыкия",7774,1215.4
2010,"Республика Карелия",16045.7,2247.2
2010,"Республика Коми",22260.3,1687.5
2010,"Республика Марий Эл",10335.7,6482.2
2010,"Республика Мордовия",11294.2,7405.2
2010,"Республика Северн...",13192.9,3120.2
2010,"Карачаево-Черкесс...",10878,2077.9
2010,"Республика Татарстан",18424,53933.1
2010,"Республика Тыва",10159.6,864.2
2010,"Удмуртская Респуб...",12983.6,9998.2
2010,"Республика Хакасия",12806.4,3833.4
2010,"Чеченская Республика",11982.4,14547.4
2010,"Чувашская Республика",11065.8,13765.7
2010,"Республика Саха (...",23088.1,9922.4
2010,"Еврейская автоном...",15347.8,460.3
2011,"Алтайский край",12499.9,6624.5
2011,"Амурская область",17789.7,4003.5
2011,"Ненецкий авт.округ",54632.3,839.7
2011,"Астраханская область",16032,12292.8
2011,"Белгородская область",18799.7,29073.3
2011,"Брянская область",15347.6,6879
2011,"Владимирская область",14312.2,12027.9
2011,"Волгоградская обл...",14519.4,11085.9
2011,"Вологодская область",15637.9,3531.8
2011,"Воронежская область",15908.5,25248.3
2011,"Нижегородская обл...",18336.7,54013.7
2011,"Ивановская область",13005.5,5314.6
2011,"Иркутская область",16017.2,11524.1
2011,"Республика Ингушетия",11562.2,1767.8
2011,"Калининградская о...",16880.5,9800.3
2011,"Тверская область",14943.4,11686.9
2011,"Калужская область",17556.9,17895.2
2011,"Краснодарский край",18796,125078.1
2011,"Камчатский край",28964.9,3216.9
2011,"Кемеровская область",16666,22916.9
2011,"Кировская область",14675,7995
2011,"Костромская область",14574.3,2241.4
2011,"Самарская область",21756.1,26234.7
2011,"Курганская область",14353,3266.8
2011,"Курская область",16386.9,8051
2011,"Красноярский край",20145.5,19672.6
2011,"г.Санкт-Петербург",26068.8,43425.3
2011,"Ленинградская обл...",15931.8,29164.6
2011,"Липецкая область",16811.3,27105.4
2011,"Магаданская область",30452.1,747.4
2011,"г.Москва",47318.9,56688.8
2011,"Московская область",25604.5,106523
2011,"Мурманская область",25303.5,382.4
2011,"Новгородская область",16980.9,5882.7
2011,"Приморский край",19159.7,12253.1
2011,"Новосибирская обл...",18244.1,23437.2
2011,"Омская область",17247.9,13242.1
2011,"Оренбургская область",14892,11074.1
2011,"Орловская область",14824.3,9884.3
2011,"Пензенская область",14171.5,17759.6
2011,"Пермский край",21307.3,16710.8
2011,"Псковская область",14185.3,2162
2011,"Ростовская область",16010.3,43442.7
2011,"Рязанская область",14788,4705.5
2011,"Саратовская область",13097.3,13801.5
2011,"Сахалинская область",32268.2,1488
2011,"Свердловская область",24892.6,57184.7
2011,"Смоленская область",15969.1,7336.4
2011,"Тамбовская область",15150.6,16430.7
2011,"Томская область",16516,9425.3
2011,"Ставропольский край",14439.9,21479.8
2011,"Тульская область",16975,7735.2
2011,"Тюменская область",30705.8,69753.7
2011,"Ханты-Мансийский ...",33926,19933.6
2011,"Ямало-Ненецкий ав...",46784.5,5529.3
2011,"Ульяновская область",14312.1,14387.6
2011,"Челябинская область",18459.9,18606.7
2011,"Забайкальский край",15968.8,5819.7
2011,"Чукотский авт.округ",43049.4,204
2011,"Ярославская область",15508.9,8723.6
2011,"Республика Адыгея",14271.6,2666.9
2011,"Хабаровский край",23766.2,8493.5
2011,"Республика Башкор...",19029.8,42526.1
2011,"Республика Бурятия",15715.5,2667.1
2011,"Республика Дагестан",18278.1,43914.2
2011,"Кабардино-Балкарс...",12636.2,9485.6
2011,"Республика Алтай",13836.9,1661.4
2011,"Республика Калмыкия",8829.4,809.5
2011,"Республика Карелия",17542.7,2868.7
2011,"Республика Коми",23924.9,1690.8
2011,"Республика Марий Эл",11328.4,7011.4
2011,"Республика Мордовия",11948,6910.7
2011,"Республика Северн...",13757,5257.6
2011,"Карачаево-Черкесс...",11741.6,2015.2
2011,"Республика Татарстан",20222.6,69333.6
2011,"Республика Тыва",10962.8,2014.8
2011,"Удмуртская Респуб...",14452.3,10422.9
2011,"Республика Хакасия",14222.8,4027.2
2011,"Чеченская Республика",14026.5,20323.1
2011,"Чувашская Республика",12083,15171.4
2011,"Республика Саха (...",25616.9,12344.3
2011,"Еврейская автоном...",16525.3,461.3
2012,"Алтайский край",13628.9,9825
2012,"Амурская область",21469.3,5955.8
2012,"Ненецкий авт.округ",61936.9,940.8
2012,"Астраханская область",17773.4,11152.4
2012,"Белгородская область",21562.9,30554.2
2012,"Брянская область",17421.6,5438.2
2012,"Владимирская область",16136,8222.6
2012,"Волгоградская обл...",16066.4,18624.3
2012,"Вологодская область",18125.2,4707.3
2012,"Воронежская область",18885.1,27036
2012,"Нижегородская обл...",21517.6,48073.5
2012,"Ивановская область",15930.1,5688.4
2012,"Иркутская область",17720.3,13681.5
2012,"Республика Ингушетия",12375.5,2957.7
2012,"Калининградская о...",19371.3,9099.6
2012,"Тверская область",17247.3,7719.2
2012,"Калужская область",20621.2,14549.5
2012,"Краснодарский край",21077.2,134943.6
2012,"Камчатский край",31481.6,3457.7
2012,"Кемеровская область",18385.5,28807
2012,"Кировская область",16529.9,9684.2
2012,"Костромская область",15808.2,2510.3
2012,"Самарская область",24683,26975.1
2012,"Курганская область",16019.5,4821.2
2012,"Курская область",18807.8,9161.1
2012,"Красноярский край",22137.6,29230.1
2012,"г.Санкт-Петербург",27794.6,45093.7
2012,"Ленинградская обл...",17925,42069.1
2012,"Липецкая область",19777.4,24406.5
2012,"Магаданская область",36575.6,876.3
2012,"г.Москва",48621.6,78875.8
2012,"Московская область",29699.1,121950.6
2012,"Мурманская область",28604.2,1031.1
2012,"Новгородская область",19649.2,7206.9
2012,"Приморский край",21299.7,14770.8
2012,"Новосибирская обл...",20637.1,22964.3
2012,"Омская область",19468.8,13195.8
2012,"Оренбургская область",16539.1,13944.7
2012,"Орловская область",16762.2,12640.3
2012,"Пензенская область",15765.3,15026
2012,"Пермский край",23269.6,16654.8
2012,"Псковская область",16412.1,3846.9
2012,"Ростовская область",17987.3,50683.2
2012,"Рязанская область",17664.4,5875.4
2012,"Саратовская область",14243.3,21106.3
2012,"Сахалинская область",33459.5,2667
2012,"Свердловская область",27709.2,53059.8
2012,"Смоленская область",18250.4,6805.7
2012,"Тамбовская область",17469.8,20693.9
2012,"Томская область",17875.6,13773.6
2012,"Ставропольский край",16877.2,21973.5
2012,"Тульская область",19291.1,8397
2012,"Тюменская область",33280.7,63263.2
2012,"Ханты-Мансийский ...",36088.1,23780.8
2012,"Ямало-Ненецкий ав...",52342.3,4857.1
2012,"Ульяновская область",16350.6,10185.6
2012,"Челябинская область",19762.5,22392.6
2012,"Забайкальский край",17335.6,6448.1
2012,"Чукотский авт.округ",47856.7,3293.2
2012,"Ярославская область",18512.5,11504.8
2012,"Республика Адыгея",17025.3,1899.1
2012,"Хабаровский край",25649.3,8825.7
2012,"Республика Башкор...",21258.8,58626.6
2012,"Республика Бурятия",17119,5704.2
2012,"Республика Дагестан",20647.9,33398.6
2012,"Кабардино-Балкарс...",13681.1,8620.2
2012,"Республика Алтай",14277.7,1658.9
2012,"Республика Калмыкия",10183.8,933
2012,"Республика Карелия",20037.4,2837
2012,"Республика Коми",26787.3,2587.5
2012,"Республика Марий Эл",12537.9,8507.3
2012,"Республика Мордовия",13062.7,7021
2012,"Республика Северн...",16184.7,2723.8
2012,"Карачаево-Черкесс...",13353.9,2207.7
2012,"Республика Татарстан",24009.8,85737.7
2012,"Республика Тыва",11932.6,1113.1
2012,"Удмуртская Респуб...",16411,11198
2012,"Республика Хакасия",15991.4,5042.7
2012,"Чеченская Республика",15256.9,15196.5
2012,"Чувашская Республика",13754.9,16092.9
2012,"Республика Саха (...",28457.3,17069.1
2012,"Еврейская автоном...",18151.4,1113.5
